订单ID,客户ID,产品ID,日期,活动ID,数量,单价,总金额,利润,折扣率
O00038615,C999993857468,P042,2023-08-01,,1,328.1,328.1,146.44,0.0
O00038616,C999993857468,P006,2024-07-11,,1,527.58,527.58,256.83,0.0
O00038617,C999993857468,P021,2023-10-29,,1,1567.45,1567.45,495.68,0.0
O00038618,C999993857468,P025,2024-01-02,M006,1,504.55,444.0,225.92,0.12
O00038619,C999993857468,P037,2023-07-29,,1,655.99,655.99,244.2,0.0
O00038620,C999993857468,P001,2023-03-16,,1,435.42,435.42,192.9,0.0
O00038621,C999993857468,P009,2024-07-18,,1,289.06,289.06,91.81,0.0
O00038622,C999993857468,P028,2023-02-20,,1,214.88,214.88,76.18,0.0
O00038623,C999993857468,P043,2024-04-11,,1,236.55,236.55,83.74,0.0
O00038624,C999993857468,P032,2023-02-02,,1,887.66,887.66,313.28,0.0
O00038625,C999993857468,P005,2023-08-19,M003,1,322.25,290.03,107.4,0.1
O00038626,C999993857468,P010,2023-07-21,,1,69.18,69.18,23.55,0.0
O00038627,C999993857468,P012,2023-02-04,,1,306.99,306.99,152.69,0.0
O00038628,C999993857468,P024,2024-04-13,,1,218.12,218.12,76.61,0.0
O00038629,C999993857468,P011,2023-06-22,,1,602.31,602.31,222.94,0.0
O00038630,C999993857468,P046,2024-03-09,,1,197.01,197.01,90.41,0.0
O00038631,C999993857468,P022,2023-08-12,,1,1471.89,1471.89,722.84,0.0
O00038632,C999993890303,P026,2023-01-04,,1,266.98,266.98,83.69,0.0
O00038633,C999993890303,P033,2023-01-19,,1,89.49,89.49,35.82,0.0
O00038634,C999993890303,P046,2023-07-08,,1,192.0,192.0,73.05,0.0
O00038635,C999993890303,P022,2024-06-28,,1,1195.67,1195.67,428.82,0.0
O00038636,C999993890303,P002,2024-05-26,,1,477.33,477.33,163.94,0.0
O00038637,C999993890303,P020,2023-02-15,,1,68.38,68.38,31.75,0.0
O00038638,C999993890303,P047,2023-01-29,,1,255.07,255.07,117.53,0.0
O00038639,C999993890303,P008,2023-07-04,,1,394.86,394.86,131.98,0.0
O00038640,C999993890303,P038,2024-04-05,,1,143.8,143.8,70.31,0.0
O00038641,C999993890303,P021,2023-11-10,,1,1650.24,1650.24,562.9,0.0
O00038642,C999993890303,P037,2023-05-12,,1,945.38,945.38,427.87,0.0
O00038643,C999993890303,P011,2023-09-09,,1,666.04,666.04,255.37,0.0
O00038644,C999993890303,P049,2023-06-19,,1,649.17,649.17,288.87,0.0
O00038645,C999993890303,P037,2023-05-08,,1,872.95,872.95,309.54,0.0
O00038646,C999993890303,P003,2024-07-19,,1,583.06,583.06,276.8,0.0
O00038647,C999993890303,P001,2024-01-11,M006,1,384.64,338.48,127.58,0.12
O00038648,C999993890303,P016,2023-07-22,,1,601.41,601.41,239.05,0.0
O00038649,C999993890303,P019,2023-07-26,,1,248.39,248.39,91.58,0.0
O00038650,C999993890303,P033,2023-10-21,,1,68.22,68.22,25.71,0.0
O00038651,C999993890303,P035,2023-03-21,,1,567.26,567.26,179.24,0.0
O00038652,C999993857515,P016,2023-05-26,,1,481.62,481.62,230.76,0.0
O00038653,C999993857515,P016,2023-12-01,,1,679.73,679.73,204.05,0.0
O00038654,C999993857515,P050,2024-05-05,,1,719.0,719.0,267.82,0.0
O00038655,C999993883227,P015,2023-01-26,,1,177.57,177.57,59.05,0.0
O00038656,C999993883227,P008,2024-01-20,,1,369.07,369.07,131.05,0.0
O00038657,C999993883227,P017,2024-09-22,,1,486.97,486.97,166.02,0.0
O00038658,C999993883227,P046,2023-04-19,,1,214.08,214.08,73.62,0.0
O00038659,C999993883227,P036,2024-04-22,,1,70.27,70.27,27.75,0.0
O00038660,C999993883227,P004,2024-09-26,,1,313.38,313.38,144.72,0.0
O00038661,C999993890449,P011,2023-05-02,,1,561.97,561.97,274.33,0.0
O00038662,C999993890449,P031,2023-10-16,,1,652.69,652.69,268.52,0.0
O00038663,C999993890449,P050,2024-01-25,,1,758.93,758.93,251.77,0.0
O00038664,C999993890449,P020,2024-08-31,,1,64.86,64.86,28.03,0.0
O00038665,C999993890449,P046,2023-11-23,,1,276.49,276.49,125.13,0.0
O00038666,C999993890449,P042,2024-05-19,,1,328.36,328.36,141.27,0.0
O00038667,C999993890711,P040,2023-05-04,,2,109.75,219.5,90.67,0.0
O00038668,C999993890711,P018,2024-02-07,,1,1150.07,1150.07,410.57,0.0
O00038669,C999993890711,P010,2024-07-18,,1,69.71,69.71,27.3,0.0
O00038670,C999993883261,P009,2023-11-07,M004,1,206.19,154.64,75.47,0.25
O00038671,C999993883261,P039,2024-03-20,,1,188.5,188.5,86.54,0.0
O00038672,C999993883261,P030,2023-09-21,,1,887.89,887.89,271.55,0.0
O00038673,C999993883261,P038,2023-08-22,M003,1,175.18,157.66,84.88,0.1
O00038674,C999993883261,P030,2024-01-24,,1,644.76,644.76,248.17,0.0
O00038675,C999993883261,P022,2023-08-13,,1,1271.23,1271.23,602.48,0.0
O00038676,C999993883261,P018,2024-06-04,,1,993.02,993.02,439.85,0.0
O00038677,C999993883261,P037,2023-08-18,M003,1,845.04,760.54,260.66,0.1
O00038678,C999993883261,P048,2024-05-08,,1,1051.92,1051.92,466.25,0.0
O00038679,C999993892550,P012,2023-12-28,,2,239.37,478.74,192.73,0.0
O00038680,C999993892550,P015,2023-01-17,,1,226.24,226.24,70.97,0.0
O00038681,C999993892550,P034,2024-01-24,,1,202.74,202.74,90.18,0.0
O00038682,C999993892550,P014,2023-08-20,M003,1,410.41,369.37,127.45,0.1
O00038683,C999993892550,P046,2024-08-01,,1,201.15,201.15,65.0,0.0
O00038684,C999993892550,P019,2023-05-30,,1,248.82,248.82,95.97,0.0
O00038685,C999993892550,P038,2024-08-06,,1,135.22,135.22,66.4,0.0
O00038686,C999993892550,P047,2024-02-06,,2,276.97,553.94,213.83,0.0
O00038687,C999993892550,P040,2023-02-08,,1,139.58,139.58,63.35,0.0
O00038688,C999993892550,P042,2024-09-08,,1,446.56,446.56,181.05,0.0
O00038689,C999993892550,P044,2023-02-22,,1,1163.41,1163.41,364.31,0.0
O00038690,C999993892550,P025,2024-08-22,,1,496.21,496.21,187.26,0.0
O00038691,C999993892550,P040,2023-10-08,,1,113.4,113.4,43.62,0.0
O00038692,C999993892550,P040,2024-02-22,,1,134.81,134.81,49.73,0.0
O00038693,C999993892550,P013,2024-02-07,,1,1364.12,1364.12,555.56,0.0
O00038694,C999993890777,P029,2023-03-17,,1,356.19,356.19,177.2,0.0
O00038695,C999993890777,P029,2023-08-03,,1,322.59,322.59,160.77,0.0
O00038696,C999993890777,P029,2024-05-13,,1,335.37,335.37,125.63,0.0
O00038697,C999993897161,P021,2024-06-27,,1,1159.2,1159.2,357.53,0.0
O00038698,C999993897161,P047,2023-10-06,,1,244.64,244.64,113.13,0.0
O00038699,C999993897161,P028,2024-08-24,,1,213.85,213.85,95.78,0.0
O00038700,C999993897161,P005,2023-05-04,,2,314.48,628.96,280.69,0.0
O00038701,C999993897161,P002,2024-09-19,,1,545.86,545.86,175.48,0.0
O00038702,C999993897161,P002,2023-10-25,,2,500.11,1000.22,391.52,0.0
O00038703,C999993883307,P042,2024-06-05,,1,459.91,459.91,195.94,0.0
O00038704,C999993883307,P004,2023-09-21,,2,417.18,834.36,275.63,0.0
O00038705,C999993883307,P043,2023-09-25,,1,236.31,236.31,112.63,0.0
O00038706,C999993883307,P009,2024-04-22,,1,222.03,222.03,68.05,0.0
O00038707,C999993883307,P034,2023-07-31,,1,204.95,204.95,97.54,0.0
O00038708,C999993883307,P037,2024-08-17,,1,701.37,701.37,253.94,0.0
O00038709,C999993883307,P008,2024-04-17,,1,421.94,421.94,177.11,0.0
O00038710,C999993883307,P035,2023-05-05,,1,675.51,675.51,322.22,0.0
O00038711,C999993883307,P007,2024-09-07,,2,509.11,1018.22,499.88,0.0
O00038712,C999993883341,P002,2024-09-14,,1,416.35,416.35,168.92,0.0
O00038713,C999993883341,P020,2023-11-28,,1,91.98,91.98,39.43,0.0
O00038714,C999993883341,P049,2023-10-20,,1,588.05,588.05,276.84,0.0
O00038715,C999993883341,P033,2023-07-24,,1,81.77,81.77,38.22,0.0
O00038716,C999993883341,P046,2024-08-14,,1,201.63,201.63,79.65,0.0
O00038717,C999993883341,P014,2023-07-07,,2,290.47,580.94,262.92,0.0
O00038718,C999993890788,P044,2024-07-30,,1,1272.95,1272.95,603.78,0.0
O00038719,C999993890788,P031,2023-01-01,,1,818.92,818.92,362.69,0.0
O00038720,C999993890788,P004,2023-02-16,,2,314.03,628.06,245.08,0.0
O00038721,C999993878273,P001,2023-11-02,M004,1,389.95,292.46,153.81,0.25
O00038722,C999993878273,P036,2024-03-27,,1,55.46,55.46,21.72,0.0
O00038723,C999993878273,P007,2023-08-04,,1,592.32,592.32,191.84,0.0
O00038724,C999993878273,P009,2024-07-19,,1,276.58,276.58,118.38,0.0
O00038725,C999993878273,P031,2024-01-01,M006,1,805.8,709.1,376.67,0.12
O00038726,C999993878273,P047,2024-07-17,,1,343.75,343.75,125.71,0.0
O00038727,C999993878273,P012,2023-06-08,M002,1,238.32,190.66,76.78,0.2
O00038728,C999993878273,P014,2023-10-13,,2,301.3,602.6,226.75,0.0
O00038729,C999993878273,P034,2023-03-23,,1,218.77,218.77,98.37,0.0
O00038730,C999993878273,P010,2023-12-31,,1,64.36,64.36,26.37,0.0
O00038731,C999993878273,P032,2023-07-20,,1,685.0,685.0,316.18,0.0
O00038732,C999993878273,P023,2024-08-25,,1,138.0,138.0,57.86,0.0
O00038733,C999993870603,P001,2023-01-27,,2,454.19,908.38,385.83,0.0
O00038734,C999993870603,P047,2023-10-04,,1,250.09,250.09,82.29,0.0
O00038735,C999993870603,P040,2024-01-24,,1,138.58,138.58,57.05,0.0
O00038736,C999993870603,P023,2024-04-18,,1,142.26,142.26,61.3,0.0
O00038737,C999993870603,P027,2023-12-16,,1,301.82,301.82,116.98,0.0
O00038738,C999993870603,P026,2024-08-10,,1,251.55,251.55,101.41,0.0
O00038739,C999993887380,P043,2023-08-30,,1,262.99,262.99,98.01,0.0
O00038740,C999993887380,P013,2023-06-09,,1,961.86,961.86,345.11,0.0
O00038741,C999993887380,P026,2023-12-11,M005,2,188.98,309.93,154.93,0.18
O00038742,C999993887380,P032,2023-11-18,,1,623.22,623.22,208.45,0.0
O00038743,C999993887380,P038,2023-01-26,,1,167.22,167.22,52.37,0.0
O00038744,C999993887380,P021,2024-03-05,M008,1,1450.49,1232.92,435.49,0.15
O00038745,C999993887380,P030,2023-06-12,M002,1,816.77,653.42,321.15,0.2
O00038746,C999993887380,P034,2024-03-25,,1,160.55,160.55,67.53,0.0
O00038747,C999993887380,P041,2023-05-14,,1,329.0,329.0,157.03,0.0
O00038748,C999993887380,P013,2024-04-03,,1,1192.95,1192.95,381.76,0.0
O00038749,C999993887380,P023,2023-06-10,M002,1,135.34,108.27,65.24,0.2
O00038750,C999993887380,P019,2023-10-29,,1,237.99,237.99,72.74,0.0
O00038751,C999993897864,P038,2023-11-27,,1,176.62,176.62,65.13,0.0
O00038752,C999993897864,P010,2023-12-01,M005,1,56.8,46.58,20.97,0.18
O00038753,C999993897864,P026,2024-08-25,,1,240.53,240.53,83.0,0.0
O00038754,C999993869279,P045,2023-04-03,,1,250.5,250.5,103.13,0.0
O00038755,C999993869279,P020,2024-08-04,,1,90.42,90.42,39.76,0.0
O00038756,C999993869279,P002,2023-12-02,M005,1,430.17,352.74,138.08,0.18
O00038757,C999993869279,P005,2023-06-20,,1,287.82,287.82,125.67,0.0
O00038758,C999993869279,P044,2024-02-02,,1,1128.33,1128.33,505.01,0.0
O00038759,C999993869279,P042,2023-03-23,M001,1,401.59,341.35,163.99,0.15
O00038760,C999993870614,P010,2024-01-31,,1,62.92,62.92,30.9,0.0
O00038761,C999993870614,P014,2023-07-18,,1,380.56,380.56,178.93,0.0
O00038762,C999993870614,P037,2023-09-23,,1,952.7,952.7,469.29,0.0
O00038763,C999993870614,P026,2023-07-20,,1,216.33,216.33,75.66,0.0
O00038764,C999993870614,P047,2023-06-23,,1,327.52,327.52,106.95,0.0
O00038765,C999993870614,P030,2023-05-17,,1,908.15,908.15,326.95,0.0
O00038766,C999993898007,P036,2023-02-01,,1,57.13,57.13,24.21,0.0
O00038767,C999993898007,P041,2024-08-12,,1,436.24,436.24,135.04,0.0
O00038768,C999993898007,P020,2023-05-13,,2,89.82,179.64,61.52,0.0
O00038769,C999993897047,P028,2024-05-03,,1,184.53,184.53,80.42,0.0
O00038770,C999993897047,P026,2023-04-14,,1,229.17,229.17,92.71,0.0
O00038771,C999993897047,P046,2023-06-19,,1,230.36,230.36,111.95,0.0
O00038772,C999993897047,P012,2023-02-09,,1,276.71,276.71,114.72,0.0
O00038773,C999993897047,P002,2023-03-30,M001,1,459.96,390.97,147.2,0.15
O00038774,C999993897047,P022,2023-10-01,,1,1190.62,1190.62,476.68,0.0
O00038775,C999993897047,P047,2023-08-22,M003,1,253.46,228.11,119.47,0.1
O00038776,C999993897047,P039,2024-01-26,,1,188.14,188.14,87.32,0.0
O00038777,C999993897047,P021,2023-10-01,,1,1150.27,1150.27,475.46,0.0
O00038778,C999993897036,P005,2024-08-12,,1,234.0,234.0,81.13,0.0
O00038779,C999993897036,P005,2023-01-15,,1,234.67,234.67,105.47,0.0
O00038780,C999993897036,P024,2024-01-15,M006,1,176.75,155.54,81.57,0.12
O00038781,C999993897036,P004,2023-11-18,,1,376.44,376.44,133.83,0.0
O00038782,C999993897036,P001,2024-03-17,,1,543.18,543.18,231.36,0.0
O00038783,C999993897036,P035,2024-01-23,,1,669.69,669.69,307.74,0.0
O00038784,C999993883567,P049,2023-04-23,,1,640.97,640.97,233.61,0.0
O00038785,C999993883567,P036,2024-06-01,,1,55.58,55.58,26.72,0.0
O00038786,C999993883567,P031,2024-04-23,,1,962.89,962.89,472.39,0.0
O00038787,C999993883567,P034,2024-03-21,,1,171.18,171.18,57.93,0.0
O00038788,C999993883567,P023,2023-03-04,M001,1,149.09,126.73,48.6,0.15
O00038789,C999993883567,P029,2023-12-26,,2,334.5,669.0,257.89,0.0
O00038790,C999993855915,P031,2023-08-23,,1,779.71,779.71,282.5,0.0
O00038791,C999993855915,P009,2023-02-08,,2,244.22,488.44,203.96,0.0
O00038792,C999993855915,P029,2023-12-08,,1,315.54,315.54,112.63,0.0
O00038793,C999993855915,P047,2023-10-25,,1,322.31,322.31,130.32,0.0
O00038794,C999993855915,P019,2024-08-24,,1,215.35,215.35,105.19,0.0
O00038795,C999993855915,P023,2023-06-15,,2,201.25,402.5,180.43,0.0
O00038796,C999993855915,P015,2023-06-21,,1,187.35,187.35,91.29,0.0
O00038797,C999993855915,P014,2023-07-12,,1,404.02,404.02,132.9,0.0
O00038798,C999993855915,P003,2024-04-13,,1,541.56,541.56,169.33,0.0
O00038799,C999993855915,P039,2024-09-02,,1,170.51,170.51,55.74,0.0
O00038800,C999993855915,P002,2024-06-10,,1,566.38,566.38,221.71,0.0
O00038801,C999993855915,P035,2023-03-23,M001,2,598.45,1017.36,571.31,0.15
O00038802,C999993855915,P049,2024-04-29,,1,627.94,627.94,212.34,0.0
O00038803,C999993855915,P041,2023-05-27,,1,450.42,450.42,167.05,0.0
O00038804,C999993855915,P007,2023-08-18,M003,1,533.06,479.75,242.12,0.1
O00038805,C999993855915,P016,2023-11-04,,1,537.76,537.76,234.55,0.0
O00038806,C999993855915,P007,2023-07-28,,1,432.44,432.44,201.78,0.0
O00038807,C999993855915,P011,2024-03-25,,1,545.24,545.24,254.25,0.0
O00038808,C999993855915,P008,2024-06-30,,1,384.68,384.68,156.01,0.0
O00038809,C999993855915,P004,2023-12-03,,1,385.3,385.3,163.17,0.0
O00038810,C999993898154,P048,2023-12-08,M005,1,729.92,598.53,299.01,0.18
O00038811,C999993898154,P003,2024-06-21,,1,706.69,706.69,322.95,0.0
O00038812,C999993898154,P042,2023-06-22,,1,405.41,405.41,200.02,0.0
O00038813,C999993898154,P033,2024-08-16,,1,72.51,72.51,29.77,0.0
O00038814,C999993898154,P018,2024-02-10,M007,1,1117.37,1027.98,494.43,0.08
O00038815,C999993898154,P001,2023-04-21,,1,548.64,548.64,183.71,0.0
O00038816,C999993898154,P024,2023-04-30,,1,225.43,225.43,87.51,0.0
O00038817,C999993898154,P007,2024-03-23,,2,439.58,879.16,382.42,0.0
O00038818,C999993898154,P046,2023-08-15,M003,1,246.54,221.89,117.26,0.1
O00038819,C999993898154,P033,2023-12-31,,1,69.6,69.6,22.65,0.0
O00038820,C999993898154,P020,2024-02-23,,1,83.08,83.08,33.09,0.0
O00038821,C999993898154,P003,2024-05-15,,2,602.59,1205.18,531.89,0.0
O00038822,C999993898187,P039,2024-08-08,,1,233.31,233.31,70.12,0.0
O00038823,C999993898187,P043,2024-08-08,,1,283.76,283.76,99.12,0.0
O00038824,C999993898187,P001,2024-04-07,,1,497.64,497.64,179.72,0.0
O00038825,C999993898187,P035,2023-06-13,M002,2,534.33,854.93,472.81,0.2
O00038826,C999993898187,P003,2023-06-26,,1,489.9,489.9,224.47,0.0
O00038827,C999993898187,P038,2024-01-13,M006,1,150.01,132.01,59.38,0.12
O00038828,C999993857934,P011,2024-02-19,,1,602.91,602.91,225.87,0.0
O00038829,C999993857934,P035,2023-12-27,,1,662.2,662.2,322.54,0.0
O00038830,C999993857934,P040,2023-07-25,,1,124.91,124.91,52.85,0.0
O00038831,C999993898256,P022,2024-09-03,,2,1314.63,2629.26,1233.53,0.0
O00038832,C999993898256,P001,2023-01-27,,1,475.32,475.32,199.3,0.0
O00038833,C999993898256,P027,2024-04-28,,1,299.55,299.55,127.12,0.0
O00038834,C999993898256,P015,2024-07-29,,1,203.17,203.17,99.2,0.0
O00038835,C999993898256,P024,2024-02-18,,1,220.05,220.05,89.39,0.0
O00038836,C999993898256,P017,2024-04-02,,1,526.65,526.65,202.57,0.0
O00038837,C999993896951,P045,2024-08-22,,1,231.11,231.11,85.58,0.0
O00038838,C999993896951,P030,2024-07-09,,1,888.71,888.71,312.0,0.0
O00038839,C999993896951,P026,2023-09-29,,1,264.36,264.36,112.03,0.0
O00038840,C999993896951,P045,2024-04-17,,1,235.08,235.08,94.45,0.0
O00038841,C999993896951,P014,2023-12-17,,1,365.23,365.23,173.29,0.0
O00038842,C999993896951,P001,2023-04-30,,2,399.77,799.54,257.68,0.0
O00038843,C999993896951,P047,2023-02-10,,1,316.62,316.62,102.11,0.0
O00038844,C999993896951,P008,2023-04-14,,2,420.33,840.66,359.94,0.0
O00038845,C999993896951,P043,2024-07-13,,1,292.57,292.57,130.52,0.0
O00038846,C999993896951,P039,2024-04-24,,1,197.86,197.86,79.86,0.0
O00038847,C999993896951,P015,2024-02-24,,1,156.89,156.89,76.68,0.0
O00038848,C999993896951,P006,2023-10-31,,1,559.92,559.92,193.3,0.0
O00038849,C999993898267,P013,2024-01-06,M006,1,1266.27,1114.32,583.79,0.12
O00038850,C999993898267,P006,2023-07-07,,1,420.18,420.18,130.9,0.0
O00038851,C999993898267,P013,2024-07-11,,1,1220.23,1220.23,520.61,0.0
O00038852,C999993898267,P020,2023-03-23,M001,1,81.59,69.35,31.54,0.15
O00038853,C999993898267,P038,2023-01-20,,1,156.51,156.51,53.62,0.0
O00038854,C999993898267,P020,2024-05-21,,1,80.76,80.76,36.24,0.0
O00038855,C999993898267,P032,2024-07-28,,1,668.54,668.54,260.03,0.0
O00038856,C999993898267,P036,2024-06-20,,1,51.11,51.11,18.15,0.0
O00038857,C999993898267,P041,2024-01-30,,1,318.9,318.9,159.38,0.0
O00038858,C999993898267,P033,2024-05-01,,1,90.89,90.89,44.79,0.0
O00038859,C999993898267,P047,2024-08-13,,1,339.76,339.76,102.79,0.0
O00038860,C999993898267,P011,2023-11-05,M004,1,674.67,506.0,273.86,0.25
O00038861,C999993857945,P035,2024-06-25,,2,599.15,1198.3,564.13,0.0
O00038862,C999993857945,P023,2024-03-17,,1,165.42,165.42,60.6,0.0
O00038863,C999993857945,P043,2024-03-05,M008,1,277.16,235.59,132.36,0.15
O00038864,C999993857945,P050,2024-05-24,,1,768.62,768.62,271.16,0.0
O00038865,C999993857945,P002,2024-08-09,,2,497.09,994.18,480.04,0.0
O00038866,C999993857945,P002,2023-02-21,,1,429.21,429.21,211.88,0.0
O00038867,C999993857945,P043,2023-12-17,,1,244.97,244.97,95.08,0.0
O00038868,C999993857945,P033,2023-11-27,,1,85.82,85.82,26.72,0.0
O00038869,C999993857945,P017,2023-03-06,M001,1,631.5,536.78,192.15,0.15
O00038870,C999993857945,P011,2023-05-11,,1,601.57,601.57,221.27,0.0
O00038871,C999993857945,P024,2024-02-11,M007,2,154.59,284.45,137.04,0.08
O00038872,C999993857945,P021,2023-10-20,,2,1265.37,2530.74,1217.47,0.0
O00038873,C999993898392,P032,2023-09-23,,1,659.87,659.87,246.34,0.0
O00038874,C999993898392,P048,2023-08-06,,1,873.39,873.39,361.78,0.0
O00038875,C999993898392,P021,2023-08-24,,1,1162.43,1162.43,377.49,0.0
O00038876,C999993898392,P025,2024-06-23,,1,530.84,530.84,188.13,0.0
O00038877,C999993898392,P028,2023-06-11,M002,1,199.91,159.93,87.66,0.2
O00038878,C999993898392,P032,2023-12-22,,1,796.6,796.6,311.85,0.0
O00038879,C999993898392,P042,2024-03-08,M008,1,320.78,272.66,118.81,0.15
O00038880,C999993898392,P048,2024-05-10,,1,720.62,720.62,244.56,0.0
O00038881,C999993898392,P031,2023-08-31,,1,788.75,788.75,375.35,0.0
O00038882,C999993898392,P036,2023-10-02,,1,74.37,74.37,30.61,0.0
O00038883,C999993898392,P003,2023-03-17,,1,576.18,576.18,196.7,0.0
O00038884,C999993898392,P025,2024-06-07,,1,503.48,503.48,189.18,0.0
O00038885,C999993898392,P043,2023-05-31,,1,226.91,226.91,69.41,0.0
O00038886,C999993898392,P040,2023-04-27,,1,127.42,127.42,62.41,0.0
O00038887,C999993898392,P037,2023-01-21,,1,722.77,722.77,225.19,0.0
O00038888,C999993898427,P036,2023-03-24,M001,1,54.11,45.99,21.27,0.15
O00038889,C999993898427,P032,2023-02-05,,1,800.62,800.62,369.2,0.0
O00038890,C999993898427,P018,2023-02-04,,2,1142.22,2284.44,1002.73,0.0
O00038891,C999993898427,P042,2024-07-02,,1,406.84,406.84,124.49,0.0
O00038892,C999993898427,P024,2023-02-09,,1,193.87,193.87,94.68,0.0
O00038893,C999993898427,P018,2024-08-02,,1,1332.36,1332.36,454.35,0.0
O00038894,C999993898427,P006,2024-06-29,,1,526.9,526.9,187.88,0.0
O00038895,C999993898427,P017,2023-10-23,,1,513.75,513.75,238.04,0.0
O00038896,C999993898427,P025,2023-03-18,,1,457.02,457.02,179.3,0.0
O00038897,C999993898427,P015,2024-06-09,,1,163.09,163.09,62.64,0.0
O00038898,C999993898427,P005,2023-05-06,,2,329.86,659.72,292.91,0.0
O00038899,C999993898427,P001,2024-03-14,,1,389.67,389.67,193.96,0.0
O00038900,C999993898427,P029,2023-07-05,,1,255.48,255.48,79.08,0.0
O00038901,C999993898427,P008,2023-08-11,,1,369.14,369.14,129.61,0.0
O00038902,C999993898427,P046,2023-11-13,,1,242.49,242.49,108.78,0.0
O00038903,C999993898427,P036,2024-09-13,,1,57.57,57.57,24.64,0.0
O00038904,C999993898427,P023,2024-05-13,,1,146.36,146.36,52.11,0.0
O00038905,C999993898427,P048,2023-09-25,,1,952.5,952.5,364.92,0.0
O00038906,C999993898494,P011,2024-07-28,,1,568.63,568.63,232.93,0.0
O00038907,C999993898494,P040,2023-04-17,,1,127.55,127.55,54.79,0.0
O00038908,C999993898494,P028,2023-05-30,,1,236.05,236.05,77.4,0.0
O00038909,C999993898494,P038,2024-05-29,,2,187.74,375.48,119.82,0.0
O00038910,C999993898494,P003,2023-11-20,,1,675.24,675.24,310.22,0.0
O00038911,C999993898494,P018,2024-07-20,,1,1222.58,1222.58,371.03,0.0
O00038912,C999993892141,P035,2024-08-21,,1,657.13,657.13,198.05,0.0
O00038913,C999993892141,P049,2023-03-26,,1,718.81,718.81,328.17,0.0
O00038914,C999993892141,P001,2023-12-13,,1,524.44,524.44,238.45,0.0
O00038915,C999993896928,P050,2024-05-07,,1,957.52,957.52,294.59,0.0
O00038916,C999993896928,P014,2023-05-06,,1,401.82,401.82,141.7,0.0
O00038917,C999993896928,P011,2024-01-17,,1,726.36,726.36,277.59,0.0
O00038918,C999993896928,P045,2023-06-13,M002,1,205.1,164.08,100.73,0.2
O00038919,C999993896928,P027,2023-12-15,,1,305.1,305.1,113.87,0.0
O00038920,C999993896928,P004,2023-08-28,,1,364.01,364.01,154.98,0.0
O00038921,C999993893698,P047,2023-04-17,,1,265.57,265.57,118.83,0.0
O00038922,C999993893698,P008,2023-01-31,,2,401.08,802.16,313.39,0.0
O00038923,C999993893698,P028,2024-01-16,,1,225.16,225.16,101.43,0.0
O00038924,C999993893698,P030,2023-01-18,,1,898.15,898.15,415.89,0.0
O00038925,C999993893698,P007,2024-08-02,,1,584.07,584.07,248.62,0.0
O00038926,C999993893698,P037,2024-07-31,,2,742.18,1484.36,552.16,0.0
O00038927,C999993893698,P008,2024-07-16,,1,429.35,429.35,197.02,0.0
O00038928,C999993893698,P003,2023-06-26,,1,688.84,688.84,292.44,0.0
O00038929,C999993893698,P033,2023-07-25,,1,78.23,78.23,31.81,0.0
O00038930,C999993855824,P042,2023-02-07,,1,466.59,466.59,175.05,0.0
O00038931,C999993855824,P040,2023-12-20,,1,123.99,123.99,46.87,0.0
O00038932,C999993855824,P014,2023-03-05,M001,1,341.48,290.26,144.64,0.15
O00038933,C999993855824,P023,2023-11-07,M004,1,193.85,145.39,83.08,0.25
O00038934,C999993855824,P048,2024-01-20,,1,762.23,762.23,293.73,0.0
O00038935,C999993855824,P005,2023-03-17,,1,235.56,235.56,110.83,0.0
O00038936,C999993898631,P021,2024-02-11,,1,1602.34,1602.34,525.95,0.0
O00038937,C999993898631,P014,2024-02-01,,1,366.95,366.95,113.08,0.0
O00038938,C999993898631,P032,2024-03-25,,1,827.2,827.2,325.07,0.0
O00038939,C999993898631,P004,2024-01-10,,1,341.53,341.53,145.59,0.0
O00038940,C999993898631,P029,2024-08-07,,1,297.73,297.73,133.75,0.0
O00038941,C999993898631,P048,2023-07-27,,1,961.94,961.94,315.58,0.0
O00038942,C999993898631,P012,2024-01-29,,1,330.64,330.64,102.12,0.0
O00038943,C999993898631,P048,2023-07-15,,1,994.58,994.58,464.4,0.0
O00038944,C999993898631,P042,2023-01-24,,1,453.22,453.22,195.75,0.0
O00038945,C999993898824,P033,2023-02-19,,1,83.67,83.67,29.63,0.0
O00038946,C999993898824,P040,2024-03-16,,1,136.51,136.51,52.63,0.0
O00038947,C999993898824,P009,2023-07-21,,1,212.97,212.97,64.27,0.0
O00038948,C999993898824,P030,2023-08-22,M003,1,919.41,827.47,388.09,0.1
O00038949,C999993898824,P028,2024-07-20,,1,232.54,232.54,99.67,0.0
O00038950,C999993898824,P048,2023-07-03,,1,964.78,964.78,291.04,0.0
O00038951,C999993898824,P024,2024-04-21,,1,151.79,151.79,59.94,0.0
O00038952,C999993898824,P026,2023-10-25,,1,213.92,213.92,83.45,0.0
O00038953,C999993898824,P024,2023-10-27,,1,207.76,207.76,73.48,0.0
O00038954,C999993898824,P015,2023-08-31,,1,168.11,168.11,62.97,0.0
O00038955,C999993898824,P012,2024-08-29,,1,285.51,285.51,132.59,0.0
O00038956,C999993898824,P015,2023-03-24,M001,1,167.09,142.03,79.77,0.15
O00038957,C999993898824,P035,2023-12-05,M005,1,587.88,482.06,184.76,0.18
O00038958,C999993898824,P014,2024-02-17,,1,395.82,395.82,159.7,0.0
O00038959,C999993898824,P019,2023-04-23,,1,270.67,270.67,101.42,0.0
