客户ID,Recency,Frequency,Monetary,平均订单金额,产品多样性,活动参与次数,R_Score,F_Score,M_Score,RFM_Score,RFM_Total
C999993891997,122,9,3425.06,380.5622222222222,9,2.0,1,2,2,122,5
C999993892005,52,9,4429.35,492.15000000000003,8,2.0,3,2,3,323,8
C999993892027,1,9,5027.52,558.6133333333333,8,0.0,4,2,3,423,9
C999993892038,88,12,6598.98,549.915,10,2.0,2,3,4,234,9
C999993892049,117,15,8536.31,569.0873333333333,13,1.0,1,3,4,134,8
C999993892050,122,6,2929.2400000000002,488.2066666666667,6,1.0,1,1,2,112,4
C999993892061,4,9,4114.89,457.21000000000004,9,0.0,4,2,3,423,9
C999993892072,151,3,1535.47,511.8233333333333,3,0.0,1,1,1,111,3
C999993892083,5,15,9704.77,646.9846666666667,14,6.0,4,3,4,434,11
C999993892094,28,20,7303.97,365.1985,15,4.0,3,4,4,344,11
C999993892107,16,6,4144.57,690.7616666666667,6,1.0,4,1,3,413,8
C999993892118,278,6,2881.5499999999997,480.25833333333327,6,3.0,1,1,2,112,4
C999993892129,42,9,4902.92,544.7688888888889,9,1.0,3,2,3,323,8
C999993892130,2,20,6811.59,340.5795,19,4.0,4,4,4,444,12
C999993892141,39,3,1900.38,633.46,3,0.0,3,1,1,311,5
C999993892152,68,6,2479.82,413.30333333333334,6,3.0,2,1,2,212,5
C999993892163,26,15,6909.04,460.60266666666666,13,4.0,3,3,4,334,10
C999993892174,5,12,5898.28,491.5233333333333,9,1.0,4,3,4,434,11
C999993892185,47,9,4316.4400000000005,479.6044444444445,9,2.0,3,2,3,323,8
C999993892196,7,18,6254.89,347.49388888888893,15,4.0,4,4,4,444,12
C999993892209,25,6,3713.53,618.9216666666667,6,0.0,3,1,3,313,7
C999993892210,28,9,4428.62,492.06888888888886,9,2.0,3,2,3,323,8
C999993892221,25,9,2946.51,327.39000000000004,9,0.0,3,2,2,322,7
C999993892232,43,9,4382.42,486.93555555555554,9,1.0,3,2,3,323,8
C999993892243,90,9,6298.09,699.7877777777778,8,2.0,2,2,4,224,8
C999993892254,40,9,4529.7,503.29999999999995,8,2.0,3,2,3,323,8
C999993892265,69,9,4171.8099999999995,463.5344444444444,9,1.0,2,2,3,223,7
C999993892276,79,9,5812.93,645.8811111111112,9,0.0,2,2,3,223,7
C999993892287,47,9,4783.37,531.4855555555555,9,1.0,3,2,3,323,8
C999993892298,49,12,4335.49,361.2908333333333,12,2.0,3,3,3,333,9
C999993892301,9,15,5851.92,390.128,12,2.0,4,3,3,433,10
C999993892312,16,6,3318.2700000000004,553.0450000000001,5,2.0,4,1,2,412,7
C999993892323,27,9,3133.1800000000003,348.1311111111111,8,0.0,3,2,2,322,7
C999993892334,5,3,2668.1800000000003,889.3933333333334,3,0.0,4,1,2,412,7
C999993892345,24,15,6401.52,426.76800000000003,13,0.0,3,3,4,334,10
C999993892356,4,20,10585.76,529.288,18,1.0,4,4,4,444,12
C999993892367,47,6,1952.59,325.4316666666667,6,1.0,3,1,1,311,5
C999993892378,183,6,1420.05,236.67499999999998,5,1.0,1,1,1,111,3
C999993892389,81,9,4193.56,465.9511111111112,9,1.0,2,2,3,223,7
C999993892390,21,20,10310.79,515.5395000000001,17,2.0,4,4,4,444,12
C999993892403,154,3,1517.1999999999998,505.7333333333333,3,0.0,1,1,1,111,3
C999993892414,25,6,1222.4,203.73333333333335,6,0.0,3,1,1,311,5
C999993892425,49,15,9728.019999999999,648.5346666666666,13,1.0,3,3,4,334,10
C999993892436,63,12,5903.83,491.98583333333335,10,0.0,2,3,4,234,9
C999993892447,90,9,6688.15,743.1277777777777,8,0.0,2,2,4,224,8
C999993892458,68,18,7259.4,403.29999999999995,17,3.0,2,4,4,244,10
C999993892469,126,6,2065.42,344.2366666666667,6,2.0,1,1,1,111,3
C999993892470,2,12,5729.03,477.4191666666666,9,1.0,4,3,3,433,10
C999993892481,12,12,4901.78,408.4816666666666,12,0.0,4,3,3,433,10
C999993892492,15,12,4876.59,406.3825,11,4.0,4,3,3,433,10
C999993892505,160,12,5302.07,441.83916666666664,11,2.0,1,3,3,133,7
C999993892516,64,12,7051.72,587.6433333333333,10,0.0,2,3,4,234,9
C999993892527,108,12,4918.12,409.8433333333333,10,1.0,2,3,3,233,8
C999993892538,109,12,5260.74,438.395,9,3.0,2,3,3,233,8
C999993892549,8,12,7274.57,606.2141666666666,10,0.0,4,3,4,434,11
C999993892550,21,15,6274.3099999999995,418.2873333333333,13,1.0,4,3,4,434,11
C999993892561,102,6,4632.45,772.0749999999999,6,0.0,2,1,3,213,6
C999993892572,2,9,5757.92,639.7688888888889,8,1.0,4,2,3,423,9
C999993892583,97,3,2181.5,727.1666666666666,3,0.0,2,1,1,211,4
C999993892594,31,15,8311.43,554.0953333333333,15,2.0,3,3,4,334,10
C999993892606,52,20,10194.22,509.71099999999996,16,4.0,3,4,4,344,11
C999993892617,121,6,2631.41,438.5683333333333,6,1.0,1,1,2,112,4
C999993892628,118,6,2435.0,405.8333333333333,4,2.0,1,1,2,112,4
C999993892639,183,9,4624.72,513.8577777777778,8,2.0,1,2,3,123,6
C999993892640,18,20,7668.37,383.4185,16,4.0,4,4,4,444,12
C999993892662,162,6,2617.8900000000003,436.31500000000005,6,1.0,1,1,2,112,4
C999993892673,14,15,8869.25,591.2833333333333,11,1.0,4,3,4,434,11
C999993892684,34,12,5819.889999999999,484.9908333333333,10,0.0,3,3,3,333,9
C999993892695,73,9,6043.18,671.4644444444444,9,2.0,2,2,4,224,8
C999993892708,6,18,6343.52,352.4177777777778,15,1.0,4,4,4,444,12
C999993892719,126,6,2035.9,339.31666666666666,6,0.0,1,1,1,111,3
C999993892720,165,9,3191.7499999999995,354.63888888888886,9,1.0,1,2,2,122,5
C999993892731,49,20,8946.7,447.33500000000004,18,2.0,3,4,4,344,11
C999993892742,180,3,735.86,245.28666666666666,3,0.0,1,1,1,111,3
C999993892753,65,6,2492.99,415.4983333333333,6,0.0,2,1,2,212,5
C999993892764,56,15,7268.11,484.54066666666665,13,1.0,2,3,4,234,9
C999993892775,55,12,5328.5599999999995,444.0466666666666,10,5.0,2,3,3,233,8
C999993892786,58,9,5732.75,636.9722222222222,9,2.0,2,2,3,223,7
C999993892797,32,18,9731.67,540.6483333333333,16,1.0,3,4,4,344,11
C999993892800,97,6,2438.12,406.3533333333333,6,1.0,2,1,2,212,5
C999993892811,53,9,2840.26,315.58444444444444,7,0.0,3,2,2,322,7
C999993892822,172,3,1364.4199999999998,454.8066666666666,3,0.0,1,1,1,111,3
C999993892833,45,15,9578.33,638.5553333333334,12,1.0,3,3,4,334,10
C999993892844,0,20,10621.86,531.0930000000001,16,3.0,4,4,4,444,12
C999993892855,60,20,6914.2699999999995,345.71349999999995,16,3.0,2,4,4,244,10
C999993892866,54,6,2221.69,370.2816666666667,5,0.0,2,1,1,211,4
C999993892877,35,9,5992.38,665.82,8,0.0,3,2,4,324,9
C999993892888,9,20,8372.720000000001,418.6360000000001,18,2.0,4,4,4,444,12
C999993892913,131,15,7859.98,523.9986666666666,14,4.0,1,3,4,134,8
C999993892924,2,12,6843.35,570.2791666666667,12,1.0,4,3,4,434,11
C999993892935,177,9,2876.58,319.62,8,1.0,1,2,2,122,5
C999993892946,2,18,9376.14,520.8966666666666,13,1.0,4,4,4,444,12
C999993892957,10,6,2421.49,403.58166666666665,6,1.0,4,1,2,412,7
C999993892968,109,9,2748.38,305.3755555555556,8,2.0,2,2,2,222,6
C999993892979,4,9,5677.03,630.781111111111,9,1.0,4,2,3,423,9
C999993892980,61,9,4173.25,463.69444444444446,9,1.0,2,2,3,223,7
C999993892991,105,9,8818.31,979.8122222222222,9,2.0,2,2,4,224,8
C999993893008,50,9,4558.62,506.5133333333333,9,3.0,3,2,3,323,8
C999993893019,20,12,7766.21,647.1841666666667,10,1.0,4,3,4,434,11
C999993893020,63,15,8399.55,559.9699999999999,11,0.0,2,3,4,234,9
C999993893031,52,6,2586.5699999999997,431.09499999999997,5,1.0,3,1,2,312,6
C999993893042,53,9,4829.0,536.5555555555555,7,1.0,3,2,3,323,8
C999993893053,187,3,1213.74,404.58,3,1.0,1,1,1,111,3
C999993893064,173,15,8273.36,551.5573333333334,15,1.0,1,3,4,134,8
C999993893075,21,20,11124.14,556.207,17,4.0,4,4,4,444,12
C999993893086,15,6,2823.7799999999997,470.62999999999994,6,0.0,4,1,2,412,7
C999993893097,66,6,1917.01,319.50166666666667,6,0.0,2,1,1,211,4
C999993893100,71,9,5552.05,616.8944444444445,8,1.0,2,2,3,223,7
C999993893111,9,20,8351.46,417.573,16,2.0,4,4,4,444,12
C999993893122,32,3,751.97,250.65666666666667,3,0.0,3,1,1,311,5
C999993893133,12,6,2559.9100000000003,426.6516666666667,6,0.0,4,1,2,412,7
C999993893144,44,15,6825.3099999999995,455.0206666666666,14,0.0,3,3,4,334,10
C999993893155,148,12,4939.4800000000005,411.6233333333334,11,3.0,1,3,3,133,7
C999993893166,49,9,4061.5299999999997,451.2811111111111,9,1.0,3,2,3,323,8
C999993893177,19,18,7834.1,435.2277777777778,16,3.0,4,4,4,444,12
C999993893188,0,6,2486.4,414.40000000000003,5,0.0,4,1,2,412,7
C999993893199,1,9,5438.5,604.2777777777778,9,1.0,4,2,3,423,9
C999993893202,23,9,3075.33,341.7033333333333,9,2.0,3,2,2,322,7
C999993893213,187,3,1469.8600000000001,489.9533333333334,3,0.0,1,1,1,111,3
C999993893224,49,15,9270.2,618.0133333333334,12,4.0,3,3,4,334,10
C999993893235,109,20,9069.93,453.4965,16,2.0,2,4,4,244,10
C999993893246,29,6,2776.13,462.68833333333333,6,0.0,3,1,2,312,6
C999993893257,102,6,3023.55,503.925,5,0.0,2,1,2,212,5
C999993893268,50,9,3589.29,398.81,7,2.0,3,2,2,322,7
C999993893279,28,20,11256.38,562.819,17,2.0,3,4,4,344,11
C999993893280,28,3,1399.25,466.4166666666667,3,0.0,3,1,1,311,5
C999993893291,187,6,2047.62,341.27,6,1.0,1,1,1,111,3
C999993893304,11,15,9282.63,618.842,14,2.0,4,3,4,434,11
C999993893315,3,12,6735.85,561.3208333333333,10,1.0,4,3,4,434,11
C999993893326,17,9,4224.39,469.3766666666667,9,3.0,4,2,3,423,9
C999993893337,58,18,9055.99,503.11055555555555,13,1.0,2,4,4,244,10
C999993893348,52,6,2285.0299999999997,380.8383333333333,6,1.0,3,1,1,311,5
C999993893359,222,9,4351.6,483.5111111111112,9,3.0,1,2,3,123,6
C999993893360,4,9,4389.93,487.77000000000004,9,0.0,4,2,3,423,9
C999993893371,43,9,2208.27,245.36333333333334,9,0.0,3,2,1,321,6
C999993893382,168,9,5276.45,586.2722222222222,9,2.0,1,2,3,123,6
C999993893393,79,9,4458.65,495.4055555555555,9,2.0,2,2,3,223,7
C999993893406,56,12,7714.35,642.8625000000001,11,1.0,2,3,4,234,9
C999993893417,3,15,9117.97,607.8646666666666,14,1.0,4,3,4,434,11
C999993893428,83,6,3178.86,529.8100000000001,6,0.0,2,1,2,212,5
C999993893439,43,9,6859.49,762.1655555555556,8,1.0,3,2,4,324,9
C999993893440,450,3,875.01,291.67,3,0.0,1,1,1,111,3
C999993893451,59,15,11879.74,791.9826666666667,9,2.0,2,3,4,234,9
C999993893462,18,20,11935.880000000001,596.7940000000001,15,3.0,4,4,4,444,12
C999993893473,64,6,3539.48,589.9133333333333,6,1.0,2,1,2,212,5
C999993893484,54,6,4334.01,722.335,6,0.0,2,1,3,213,6
C999993893495,5,9,4098.91,455.4344444444444,7,1.0,4,2,3,423,9
C999993893508,30,20,6495.55,324.77750000000003,15,0.0,3,4,4,344,11
C999993893519,253,3,1293.8400000000001,431.28000000000003,3,0.0,1,1,1,111,3
C999993893520,11,6,3324.32,554.0533333333334,6,1.0,4,1,2,412,7
C999993893531,8,15,7922.88,528.192,12,1.0,4,3,4,434,11
C999993893542,19,12,4441.8099999999995,370.1508333333333,11,2.0,4,3,3,433,10
C999993893553,15,9,4088.19,454.24333333333334,8,1.0,4,2,3,423,9
C999993893564,1,18,7538.16,418.78666666666663,15,3.0,4,4,4,444,12
C999993893575,23,6,4187.38,697.8966666666666,6,2.0,3,1,3,313,7
C999993893586,26,9,6033.77,670.4188888888889,8,0.0,3,2,4,324,9
C999993893597,86,9,5263.76,584.8622222222223,8,1.0,2,2,3,223,7
C999993893609,426,3,631.9300000000001,210.64333333333335,3,1.0,1,1,1,111,3
C999993893610,8,15,5438.87,362.59133333333335,15,3.0,4,3,3,433,10
C999993893621,55,20,8692.26,434.613,18,3.0,2,4,4,244,10
C999993893632,162,6,2507.37,417.895,6,1.0,1,1,2,112,4
C999993893643,266,6,2882.7799999999997,480.4633333333333,6,4.0,1,1,2,112,4
C999993893654,49,9,3388.82,376.53555555555556,6,1.0,3,2,2,322,7
C999993893665,53,3,1170.23,390.07666666666665,3,0.0,3,1,1,311,5
C999993893676,60,20,11526.37,576.3185000000001,16,5.0,2,4,4,244,10
C999993893687,56,6,1195.94,199.32333333333335,6,1.0,2,1,1,211,4
C999993893698,58,9,5455.889999999999,606.2099999999999,8,0.0,2,2,3,223,7
C999993893701,23,12,8000.4,666.6999999999999,11,0.0,3,3,4,334,10
C999993893712,179,9,4260.68,473.4088888888889,9,3.0,1,2,3,123,6
C999993893734,30,6,2140.8399999999997,356.8066666666666,6,1.0,3,1,1,311,5
C999993893745,201,6,2176.07,362.67833333333334,6,2.0,1,1,1,111,3
C999993893756,19,9,4400.54,488.94888888888886,8,2.0,4,2,3,423,9
C999993893767,376,3,1503.41,501.1366666666667,3,0.0,1,1,1,111,3
C999993893778,33,20,12274.85,613.7425000000001,17,5.0,3,4,4,344,11
C999993893789,121,9,4291.57,476.8411111111111,8,1.0,1,2,3,123,6
C999993893790,81,12,6606.38,550.5316666666666,12,5.0,2,3,4,234,9
C999993893803,306,3,792.95,264.31666666666666,3,0.0,1,1,1,111,3
C999993893814,96,6,2870.43,478.405,6,0.0,2,1,2,212,5
C999993893836,132,3,640.35,213.45000000000002,3,0.0,1,1,1,111,3
C999993893847,154,3,1718.92,572.9733333333334,3,0.0,1,1,1,111,3
C999993893858,6,20,8725.46,436.27299999999997,17,3.0,4,4,4,444,12
C999993893869,23,6,1526.48,254.41333333333333,5,1.0,3,1,1,311,5
C999993893870,18,6,1980.51,330.085,6,0.0,4,1,1,411,6
C999993893881,97,9,3724.51,413.83444444444444,9,3.0,2,2,3,223,7
C999993893892,34,20,10144.07,507.20349999999996,17,1.0,3,4,4,344,11
C999993893905,240,3,1590.38,530.1266666666667,3,0.0,1,1,1,111,3
C999993893916,14,6,5071.54,845.2566666666667,5,1.0,4,1,3,413,8
C999993893927,40,15,7546.110000000001,503.074,12,0.0,3,3,4,334,10
C999993893938,200,12,7620.84,635.07,11,2.0,1,3,4,134,8
C999993893949,7,9,4740.02,526.6688888888889,9,0.0,4,2,3,423,9
C999993893950,7,18,9947.66,552.6477777777777,14,2.0,4,4,4,444,12
C999993893961,0,20,11043.82,552.191,17,2.0,4,4,4,444,12
C999993893972,1,20,10274.53,513.7265,16,1.0,4,4,4,444,12
C999993893983,12,20,13216.76,660.838,16,3.0,4,4,4,444,12
C999993893994,8,6,1864.8899999999999,310.815,5,0.0,4,1,1,411,6
C999993894002,64,9,5423.48,602.6088888888888,8,1.0,2,2,3,223,7
C999993894046,41,9,3929.61,436.62333333333333,8,2.0,3,2,3,323,8
C999993894057,1,12,4139.57,344.96416666666664,7,1.0,4,3,3,433,10
C999993894068,102,9,4993.46,554.8288888888889,9,1.0,2,2,3,223,7
C999993894079,31,6,3196.25,532.7083333333334,6,0.0,3,1,2,312,6
C999993894080,71,6,3886.8,647.8000000000001,5,1.0,2,1,3,213,6
C999993894091,34,6,1336.35,222.725,6,0.0,3,1,1,311,5
C999993894104,84,9,5335.570000000001,592.8411111111112,8,2.0,2,2,3,223,7
C999993894115,315,3,1219.21,406.40333333333336,3,1.0,1,1,1,111,3
C999993894126,298,6,4348.08,724.68,5,2.0,1,1,3,113,5
C999993894137,68,9,5120.54,568.9488888888889,8,1.0,2,2,3,223,7
C999993894148,18,12,6502.24,541.8533333333334,11,0.0,4,3,4,434,11
C999993894159,364,3,2531.88,843.96,3,0.0,1,1,2,112,4
C999993894160,139,6,2494.68,415.78,6,1.0,1,1,2,112,4
C999993894171,184,9,4876.3,541.8111111111111,9,0.0,1,2,3,123,6
C999993894182,20,3,1333.8,444.59999999999997,3,0.0,4,1,1,411,6
C999993894193,464,3,2026.26,675.42,3,0.0,1,1,1,111,3
C999993894206,369,3,1658.1,552.6999999999999,3,0.0,1,1,1,111,3
C999993894217,149,3,3571.17,1190.39,2,0.0,1,1,2,112,4
C999993894228,24,6,1451.11,241.85166666666666,6,2.0,3,1,1,311,5
C999993894239,20,9,3289.33,365.4811111111111,8,1.0,4,2,2,422,8
C999993894240,75,12,6676.83,556.4025,11,1.0,2,3,4,234,9
C999993894251,12,9,4010.08,445.56444444444446,8,1.0,4,2,3,423,9
C999993894262,273,6,3414.63,569.105,6,2.0,1,1,2,112,4
C999993894273,8,6,2953.99,492.33166666666665,6,0.0,4,1,2,412,7
C999993894284,39,6,2433.7,405.6166666666666,5,0.0,3,1,2,312,6
C999993894295,97,9,5158.58,573.1755555555555,7,3.0,2,2,3,223,7
C999993894308,212,3,698.3100000000001,232.77,3,1.0,1,1,1,111,3
C999993894319,22,6,2214.13,369.0216666666667,5,1.0,3,1,1,311,5
C999993894320,23,9,3886.92,431.88,9,2.0,3,2,3,323,8
C999993894331,315,12,5997.5,499.7916666666667,12,2.0,1,3,4,134,8
C999993894342,110,3,2364.53,788.1766666666667,3,0.0,2,1,1,211,4
C999993894353,8,6,2574.92,429.15333333333336,5,0.0,4,1,2,412,7
C999993894364,49,9,6844.95,760.55,9,0.0,3,2,4,324,9
C999993894375,64,3,945.69,315.23,3,0.0,2,1,1,211,4
C999993894386,329,3,1657.4,552.4666666666667,3,2.0,1,1,1,111,3
C999993894397,273,3,756.28,252.09333333333333,2,0.0,1,1,1,111,3
C999993894400,59,3,798.37,266.12333333333333,3,0.0,2,1,1,211,4
C999993894411,96,6,2821.36,470.2266666666667,6,2.0,2,1,2,212,5
C999993894422,4,9,5725.33,636.1477777777777,7,3.0,4,2,3,423,9
C999993894433,55,12,8236.720000000001,686.3933333333334,12,6.0,2,3,4,234,9
C999993894444,69,9,4163.0199999999995,462.55777777777774,9,0.0,2,2,3,223,7
C999993894455,187,6,2525.1800000000003,420.8633333333334,6,0.0,1,1,2,112,4
C999993894466,37,6,4468.38,744.73,6,0.0,3,1,3,313,7
C999993894477,291,6,2385.58,397.59666666666664,6,1.0,1,1,2,112,4
C999993894488,122,9,5246.05,582.8944444444445,9,1.0,1,2,3,123,6
C999993894499,270,3,1139.31,379.77,3,1.0,1,1,1,111,3
C999993894502,13,6,3464.63,577.4383333333334,6,0.0,4,1,2,412,7
C999993894513,108,9,4019.25,446.5833333333333,9,1.0,2,2,3,223,7
C999993894524,11,12,8151.33,679.2775,10,0.0,4,3,4,434,11
C999993894535,270,3,1175.17,391.72333333333336,3,1.0,1,1,1,111,3
C999993894546,52,6,2997.91,499.65166666666664,6,0.0,3,1,2,312,6
C999993894557,89,9,4317.33,479.7033333333333,8,3.0,2,2,3,223,7
C999993894568,18,3,1053.35,351.1166666666666,3,0.0,4,1,1,411,6
C999993894579,76,3,2474.17,824.7233333333334,3,0.0,2,1,2,212,5
C999993894580,132,3,1070.8,356.93333333333334,3,0.0,1,1,1,111,3
C999993894591,222,3,1625.52,541.84,3,0.0,1,1,1,111,3
C999993894603,334,6,1957.87,326.31166666666667,4,1.0,1,1,1,111,3
C999993894614,111,9,8672.06,963.5622222222222,6,2.0,2,2,4,224,8
C999993894625,19,12,5084.22,423.685,10,3.0,4,3,3,433,10
C999993894636,7,9,5023.59,558.1766666666667,9,1.0,4,2,3,423,9
C999993894647,208,6,1786.19,297.6983333333333,5,1.0,1,1,1,111,3
C999993894658,20,6,3025.0,504.1666666666667,5,2.0,4,1,2,412,7
C999993894669,231,6,1998.51,333.085,6,1.0,1,1,1,111,3
C999993894670,4,9,3965.4,440.6,9,1.0,4,2,3,423,9
C999993894681,362,3,1419.02,473.00666666666666,3,0.0,1,1,1,111,3
C999993894692,208,6,3536.87,589.4783333333334,6,3.0,1,1,2,112,4
C999993894705,42,9,6598.01,733.1122222222223,8,0.0,3,2,4,324,9
C999993894716,29,12,6997.42,583.1183333333333,12,0.0,3,3,4,334,10
C999993894727,153,3,668.6,222.86666666666667,3,1.0,1,1,1,111,3
C999993894738,172,6,3754.04,625.6733333333333,6,0.0,1,1,3,113,5
C999993894749,71,9,4280.63,475.6255555555556,8,1.0,2,2,3,223,7
C999993894750,84,3,849.9,283.3,3,0.0,2,1,1,211,4
C999993894761,365,3,407.9,135.96666666666667,3,2.0,1,1,1,111,3
C999993894772,83,3,1254.26,418.08666666666664,3,0.0,2,1,1,211,4
C999993894783,237,3,4149.26,1383.0866666666668,2,0.0,1,1,3,113,5
C999993894794,84,20,11345.2,567.26,17,4.0,2,4,4,244,10
C999993894807,49,9,6588.84,732.0933333333334,9,2.0,3,2,4,324,9
C999993894818,40,12,4884.98,407.08166666666665,12,1.0,3,3,3,333,9
C999993894829,37,9,4453.57,494.8411111111111,9,0.0,3,2,3,323,8
C999993894830,82,6,3984.0,664.0,6,1.0,2,1,3,213,6
C999993894852,141,6,3589.86,598.3100000000001,6,0.0,1,1,2,112,4
C999993894863,82,9,4744.12,527.1244444444444,6,0.0,2,2,3,223,7
C999993894874,371,3,954.3299999999999,318.10999999999996,3,0.0,1,1,1,111,3
C999993894885,311,6,2310.98,385.16333333333336,6,2.0,1,1,1,111,3
C999993894896,20,9,3407.48,378.6088888888889,9,1.0,4,2,2,422,8
C999993894909,39,12,4807.35,400.6125,12,2.0,3,3,3,333,9
C999993894910,34,3,1303.15,434.3833333333334,3,1.0,3,1,1,311,5
C999993894921,70,6,2727.05,454.5083333333334,5,1.0,2,1,2,212,5
C999993894932,100,9,3710.48,412.27555555555557,9,1.0,2,2,3,223,7
C999993894943,229,3,1172.1799999999998,390.72666666666663,3,1.0,1,1,1,111,3
C999993894954,230,3,1738.3400000000001,579.4466666666667,3,0.0,1,1,1,111,3
C999993894965,18,3,798.33,266.11,3,0.0,4,1,1,411,6
C999993894976,261,3,888.7700000000001,296.2566666666667,3,0.0,1,1,1,111,3
C999993894987,64,6,2394.81,399.135,5,1.0,2,1,2,212,5
C999993894998,29,9,5073.47,563.718888888889,9,1.0,3,2,3,323,8
C999993895006,134,12,5386.19,448.84916666666663,12,2.0,1,3,3,133,7
C999993895017,42,9,3996.71,444.0788888888889,8,4.0,3,2,3,323,8
C999993895028,91,6,2407.86,401.31,6,0.0,2,1,2,212,5
C999993895039,33,6,2480.63,413.43833333333333,6,0.0,3,1,2,312,6
C999993895040,154,6,3362.13,560.355,5,1.0,1,1,2,112,4
C999993895051,68,9,3099.15,344.35,9,2.0,2,2,2,222,6
C999993895062,0,3,2074.58,691.5266666666666,3,0.0,4,1,1,411,6
C999993895073,67,6,5083.53,847.255,5,0.0,2,1,3,213,6
C999993895084,9,9,3447.46,383.05111111111114,9,3.0,4,2,2,422,8
C999993895095,9,12,6050.9,504.2416666666666,12,1.0,4,3,4,434,11
C999993895108,57,3,1589.1999999999998,529.7333333333332,3,0.0,2,1,1,211,4
C999993895119,57,6,4487.2,747.8666666666667,6,0.0,2,1,3,213,6
C999993895120,52,9,4729.13,525.4588888888889,8,4.0,3,2,3,323,8
C999993895131,197,3,1124.84,374.94666666666666,3,0.0,1,1,1,111,3
C999993895142,353,3,1279.79,426.59666666666664,3,1.0,1,1,1,111,3
C999993895153,20,3,1300.3,433.43333333333334,3,0.0,4,1,1,411,6
C999993895164,53,3,1231.19,410.3966666666667,3,0.0,3,1,1,311,5
C999993895175,39,20,12445.130000000001,622.2565000000001,17,2.0,3,4,4,344,11
C999993895186,65,9,4533.53,503.7255555555555,7,0.0,2,2,3,223,7
C999993895197,32,12,5985.7699999999995,498.8141666666666,11,3.0,3,3,4,334,10
C999993895200,19,9,3366.94,374.1044444444444,9,2.0,4,2,2,422,8
C999993895211,0,6,2761.14,460.19,5,0.0,4,1,2,412,7
C999993895233,42,6,1860.98,310.16333333333336,6,2.0,3,1,1,311,5
C999993895244,77,9,3652.23,405.80333333333334,9,1.0,2,2,2,222,6
C999993895255,19,3,1873.92,624.64,3,0.0,4,1,1,411,6
C999993895266,10,6,2934.17,489.02833333333336,5,3.0,4,1,2,412,7
C999993895277,32,9,4795.98,532.8866666666667,8,1.0,3,2,3,323,8
C999993895288,22,12,5284.98,440.41499999999996,12,4.0,3,3,3,333,9
C999993895299,242,3,408.04,136.01333333333335,3,2.0,1,1,1,111,3
C999993895302,156,6,3559.1400000000003,593.19,6,0.0,1,1,2,112,4
C999993895313,20,9,2790.66,310.0733333333333,7,1.0,4,2,2,422,8
C999993895324,305,3,815.08,271.6933333333333,3,0.0,1,1,1,111,3
C999993895335,8,3,2067.1000000000004,689.0333333333334,3,0.0,4,1,1,411,6
C999993895346,84,3,609.5,203.16666666666666,3,0.0,2,1,1,211,4
C999993895357,129,6,2972.2599999999998,495.3766666666666,6,2.0,1,1,2,112,4
C999993895368,217,3,1982.06,660.6866666666666,3,1.0,1,1,1,111,3
C999993895379,66,3,869.14,289.7133333333333,3,0.0,2,1,1,211,4
C999993895380,282,3,1473.83,491.27666666666664,3,1.0,1,1,1,111,3
C999993895391,193,3,2028.05,676.0166666666667,3,1.0,1,1,1,111,3
C999993895404,244,3,925.84,308.61333333333334,2,1.0,1,1,1,111,3
C999993895415,102,3,2061.15,687.0500000000001,3,0.0,2,1,1,211,4
C999993895426,47,3,1275.65,425.2166666666667,3,1.0,3,1,1,311,5
C999993895437,323,6,1604.76,267.46,6,1.0,1,1,1,111,3
C999993895448,196,6,2729.81,454.9683333333333,5,2.0,1,1,2,112,4
C999993895459,16,20,9848.44,492.422,14,5.0,4,4,4,444,12
C999993895460,44,12,4503.69,375.30749999999995,9,1.0,3,3,3,333,9
C999993895471,0,15,7037.67,469.178,14,1.0,4,3,4,434,11
C999993895482,194,6,5165.64,860.94,6,1.0,1,1,3,113,5
C999993895493,138,9,5471.78,607.9755555555555,9,2.0,1,2,3,123,6
C999993895517,35,15,7810.55,520.7033333333334,11,3.0,3,3,4,334,10
C999993895528,24,20,7686.66,384.33299999999997,16,0.0,3,4,4,344,11
C999993895539,94,6,3759.5099999999998,626.5849999999999,6,0.0,2,1,3,213,6
C999993895540,23,6,2922.0299999999997,487.00499999999994,5,2.0,3,1,2,312,6
C999993895551,37,9,3670.82,407.86888888888893,8,1.0,3,2,3,323,8
C999993895562,33,20,8926.87,446.34350000000006,18,3.0,3,4,4,344,11
C999993895573,174,3,1886.25,628.75,3,0.0,1,1,1,111,3
C999993895584,42,6,2066.85,344.47499999999997,6,0.0,3,1,1,311,5
C999993895595,32,15,7594.9,506.32666666666665,13,2.0,3,3,4,334,10
C999993895607,4,12,11130.26,927.5216666666666,10,2.0,4,3,4,434,11
C999993895618,62,9,5463.89,607.098888888889,8,0.0,2,2,3,223,7
C999993895629,0,18,10500.029999999999,583.3349999999999,15,2.0,4,4,4,444,12
C999993895630,44,6,2150.38,358.3966666666667,6,2.0,3,1,1,311,5
C999993895641,299,3,2778.8,926.2666666666668,3,1.0,1,1,2,112,4
C999993895652,52,3,1451.67,483.89000000000004,3,0.0,3,1,1,311,5
C999993895663,5,3,808.63,269.54333333333335,3,0.0,4,1,1,411,6
C999993895674,378,3,717.01,239.00333333333333,3,0.0,1,1,1,111,3
C999993895685,490,3,777.02,259.00666666666666,3,1.0,1,1,1,111,3
C999993895696,339,3,2549.48,849.8266666666667,3,0.0,1,1,2,112,4
