客户ID,客户姓名,性别,年龄,婚姻状态,城市,教育程度,会员等级,个人年收入,工作年限,注册日期,Recency,Frequency,Monetary,平均订单金额,产品多样性,活动参与次数,R_Score,F_Score,M_Score,RFM_Score,RFM_Total,客户生命周期
C999993884107,anon_S8347,女,47,已婚,辽宁,本科,B-良好客户,840000,24,2022-05-26,43,12,4718.6,393.2166666666667,10,2.0,3,3,3,333,9,857
C999993878716,anon_S7809,女,41,未婚,湖北,硕士及以上,B-良好客户,435000,16,2023-01-23,147,15,6098.25,406.55,12,3.0,1,3,4,134,8,615
C999993885292,anon_S8465,女,47,未婚,陕西,本科,B-良好客户,999000,24,2022-09-06,127,6,3601.05,600.1750000000001,6,0.0,1,1,2,112,4,754
C999993878794,anon_S7817,男,41,未婚,浙江,硕士及以上,B-良好客户,435980,16,2023-06-10,39,15,6831.72,455.44800000000004,12,2.0,3,3,4,334,10,477
C999993887379,anon_S8669,男,48,未婚,宁夏,本科,B-良好客户,1400000,25,2023-04-07,394,3,1199.9,399.9666666666667,3,0.0,1,1,1,111,3,541
C999993885338,anon_S8469,男,71,离异,重庆,本科,B-良好客户,999000,48,2022-01-13,56,6,2620.35,436.72499999999997,5,1.0,2,1,2,212,5,990
C999993883691,anon_S8306,男,50,已婚,湖北,本科,B-良好客户,780000,27,2023-01-19,119,3,1689.1399999999999,563.0466666666666,3,1.0,1,1,1,111,3,619
C999993894750,anon_S9405,男,45,已婚,宁夏,本科,B-良好客户,8400515,22,2023-07-10,84,3,849.9,283.3,3,0.0,2,1,1,211,4,447
C999993885372,anon_S8473,女,32,未婚,广东,硕士及以上,B-良好客户,999000,7,2023-02-03,172,6,1809.1100000000001,301.5183333333334,6,1.0,1,1,1,111,3,604
C999993882519,anon_S8188,男,47,未婚,新疆,本科,B-良好客户,520000,24,2022-01-19,33,6,2508.4,418.06666666666666,6,1.0,3,1,2,312,6,984
C999993883726,anon_S8309,女,44,离异,海南,本科,B-良好客户,780000,21,2023-07-29,2,12,5081.62,423.4683333333333,10,0.0,4,3,3,433,10,428
C999993885430,anon_S8479,女,46,未婚,辽宁,本科,B-良好客户,999000,23,2023-05-06,44,6,3393.26,565.5433333333334,6,2.0,3,1,2,312,6,512
C999993882202,anon_S8158,男,29,未婚,青海,硕士及以上,B-良好客户,504000,4,2023-02-23,25,9,3535.02,392.78,7,2.0,3,2,2,322,7,584
C999993889138,anon_S8845,女,46,未婚,江西,本科,B-良好客户,1848000,23,2022-12-03,191,6,2747.45,457.9083333333333,6,1.0,1,1,2,112,4,666
C999993889150,anon_S8847,女,60,离异,湖南,本科,B-良好客户,1853000,37,2023-02-23,3,6,4688.17,781.3616666666667,6,0.0,4,1,3,413,8,584
C999993889183,anon_S8850,女,32,未婚,上海,硕士及以上,B-良好客户,1853000,7,2023-09-04,15,12,6536.89,544.7408333333334,9,3.0,4,3,4,434,11,391
C999993888226,anon_S8754,女,56,未婚,青海,本科,B-良好客户,1470000,33,2023-11-06,164,3,1153.15,384.3833333333334,3,1.0,1,1,1,111,3,328
C999993889207,anon_S8852,男,45,已婚,重庆,本科,B-良好客户,1865000,22,2022-05-02,144,6,2781.25,463.5416666666667,6,0.0,1,1,2,112,4,881
C999993889218,anon_S8853,男,52,未婚,河南,本科,B-良好客户,1865000,29,2023-03-08,181,9,3979.56,442.17333333333335,9,0.0,1,2,3,123,6,571
C999993888237,anon_S8755,男,56,已婚,青海,本科,B-良好客户,1470000,33,2022-02-13,25,20,12221.11,611.0555,16,4.0,3,4,4,344,11,959
C999993887528,anon_S8684,男,46,未婚,贵州,本科,B-良好客户,1400400,23,2022-11-13,38,12,6670.120000000001,555.8433333333334,10,1.0,3,3,4,334,10,686
C999993884209,anon_S8357,男,50,已婚,广东,本科,B-良好客户,840000,27,2023-01-16,20,3,1068.44,356.1466666666667,3,0.0,4,1,1,411,6,622
C999993893654,anon_S9295,女,44,已婚,陕西,本科,B-良好客户,7006000,21,2022-05-25,49,9,3388.82,376.53555555555556,6,1.0,3,2,2,322,7,858
C999993888306,anon_S8762,女,50,未婚,青海,本科,B-良好客户,1520603,27,2022-11-23,56,6,2164.84,360.8066666666667,6,1.0,2,1,1,211,4,676
C999993882531,anon_S8190,男,29,未婚,江苏,硕士及以上,B-良好客户,520000,4,2022-12-29,96,3,205.66,68.55333333333333,3,0.0,2,1,1,211,4,640
C999993894852,anon_S9415,男,30,已婚,湖北,硕士及以上,B-良好客户,8640000,5,2022-02-19,141,6,3589.86,598.3100000000001,6,0.0,1,1,2,112,4,953
C999993894965,anon_S9426,男,49,未婚,甘肃,本科,B-良好客户,8700000,26,2022-03-06,18,3,798.33,266.11,3,0.0,4,1,1,411,6,938
C999993883771,anon_S8314,男,46,已婚,广西,本科,B-良好客户,782000,23,2022-12-21,16,9,3773.83,419.31444444444446,8,0.0,4,2,3,423,9,648
C999993893745,anon_S9304,男,64,已婚,上海,本科,B-良好客户,7142000,41,2022-06-13,201,6,2176.07,362.67833333333334,6,2.0,1,1,1,111,3,839
C999993887607,anon_S8692,女,29,未婚,吉林,硕士及以上,B-良好客户,1400700,4,2022-05-21,7,6,2996.2200000000003,499.37000000000006,6,2.0,4,1,2,412,7,862
C999993892572,anon_S9187,男,74,离异,贵州,本科,B-良好客户,6000000,50,2022-05-08,2,9,5757.92,639.7688888888889,8,1.0,4,2,3,423,9,875
C999993882235,anon_S8161,男,29,未婚,宁夏,硕士及以上,B-良好客户,509363,4,2023-02-02,58,6,2447.07,407.845,6,0.0,2,1,2,212,5,605
C999993888395,anon_S8771,男,46,已婚,湖南,本科,B-良好客户,1570000,23,2023-04-08,186,15,7335.24,489.01599999999996,14,1.0,1,3,4,134,8,540
C999993888408,anon_S8772,男,52,未婚,河南,本科,B-良好客户,1570000,29,2022-07-06,77,6,3527.1499999999996,587.8583333333332,6,0.0,2,1,2,212,5,816
C999993895211,anon_S9450,男,44,已婚,河南,本科,B-良好客户,9015000,21,2023-12-21,0,6,2761.14,460.19,5,0.0,4,1,2,412,7,283
C999993893847,anon_S9314,男,50,未婚,河南,本科,B-良好客户,7229000,27,2022-07-09,154,3,1718.92,572.9733333333334,3,0.0,1,1,1,111,3,813
C999993885598,anon_S8495,男,31,已婚,海南,硕士及以上,B-良好客户,1032000,6,2023-01-23,100,6,2819.73,469.955,6,1.0,2,1,2,212,5,615
C999993888431,anon_S8775,女,44,未婚,陕西,本科,B-良好客户,1570000,21,2023-03-05,43,15,8284.4,552.2933333333333,14,1.0,3,3,4,334,10,574
C999993893870,anon_S9317,女,51,已婚,陕西,本科,B-良好客户,7229000,28,2022-10-11,18,6,1980.51,330.085,6,0.0,4,1,1,411,6,719
C999993892684,anon_S9198,男,30,未婚,宁夏,硕士及以上,B-良好客户,6320000,5,2022-08-25,34,12,5819.889999999999,484.9908333333333,10,0.0,3,3,3,333,9,766
C999993892695,anon_S9199,男,47,已婚,吉林,本科,B-良好客户,6320000,24,2022-07-13,73,9,6043.18,671.4644444444444,9,2.0,2,2,4,224,8,809
C999993892708,anon_S9200,男,47,未婚,广东,本科,B-良好客户,6320000,24,2022-10-14,6,18,6343.52,352.4177777777778,15,1.0,4,4,4,444,12,716
C999993892731,anon_S9203,男,61,已婚,四川,本科,B-良好客户,6320000,38,2022-05-16,49,20,8946.7,447.33500000000004,18,2.0,3,4,4,344,11,867
C999993895244,anon_S9453,男,62,未婚,北京,本科,B-良好客户,10000000,39,2022-06-20,77,9,3652.23,405.80333333333334,9,1.0,2,2,2,222,6,832
C999993895255,anon_S9454,女,66,未婚,安徽,本科,B-良好客户,10000000,43,2022-06-08,19,3,1873.92,624.64,3,0.0,4,1,1,411,6,844
C999993884367,anon_S8373,女,60,未婚,甘肃,本科,B-良好客户,855000,37,2022-07-20,179,6,3127.0,521.1666666666666,6,2.0,1,1,2,112,4,802
C999993889478,anon_S8879,男,48,未婚,北京,本科,B-良好客户,1920000,25,2023-05-02,82,6,3603.44,600.5733333333334,6,2.0,2,1,2,212,5,516
C999993889489,anon_S8880,男,52,未婚,山西,本科,B-良好客户,1920000,29,2023-07-11,12,9,3820.06,424.4511111111111,9,1.0,4,2,3,423,9,446
C999993883410,anon_S8278,男,46,未婚,吉林,本科,B-良好客户,750000,23,2023-08-06,25,12,6365.860000000001,530.4883333333333,11,3.0,3,3,4,334,10,420
C999993884403,anon_S8377,男,29,未婚,浙江,硕士及以上,B-良好客户,862400,4,2023-05-19,180,6,2386.71,397.785,6,0.0,1,1,2,112,4,499
C999993892833,anon_S9213,男,45,未婚,安徽,本科,B-良好客户,6400000,22,2023-01-06,45,15,9578.33,638.5553333333334,12,1.0,3,3,4,334,10,632
C999993886331,anon_S8569,女,44,未婚,上海,本科,B-良好客户,1170000,21,2022-04-13,53,15,7428.360000000001,495.22400000000005,11,1.0,3,3,4,334,10,900
C999993883839,anon_S8320,男,29,未婚,湖北,硕士及以上,B-良好客户,807777,4,2022-05-05,32,6,1958.74,326.45666666666665,6,2.0,3,1,1,311,5,878
C999993895415,anon_S9470,男,54,已婚,上海,本科,B-良好客户,10000000,31,2022-11-09,102,3,2061.15,687.0500000000001,3,0.0,2,1,1,211,4,690
C999993890472,anon_S8978,男,29,未婚,湖北,硕士及以上,B-良好客户,4550000,4,2023-04-03,108,6,4530.53,755.0883333333333,6,0.0,2,1,3,213,6,545
C999993890483,anon_S8979,男,29,未婚,内蒙古,硕士及以上,B-良好客户,4550000,4,2022-08-18,29,6,2211.94,368.6566666666667,5,0.0,3,1,1,311,5,773
C999993882279,anon_S8165,女,51,未婚,广西,本科,B-良好客户,509363,28,2023-10-20,26,18,11554.59,641.9216666666666,13,2.0,3,4,4,344,11,345
C999993884458,anon_S8382,男,56,已婚,浙江,本科,B-良好客户,870000,33,2022-07-16,279,3,1267.06,422.3533333333333,3,1.0,1,1,1,111,3,806
C999993894159,anon_S9345,女,50,已婚,湖北,本科,B-良好客户,8000000,27,2023-02-27,364,3,2531.88,843.96,3,0.0,1,1,2,112,4,580
C999993895459,anon_S9474,男,51,未婚,安徽,本科,B-良好客户,10810000,28,2023-07-26,16,20,9848.44,492.422,14,5.0,4,4,4,444,12,431
C999993895528,anon_S9481,男,45,离异,河北,本科,B-良好客户,10940000,22,2023-09-02,24,20,7686.66,384.33299999999997,16,0.0,3,4,4,344,11,393
C999993884481,anon_S8385,女,50,未婚,重庆,本科,B-良好客户,870000,27,2022-06-20,19,12,6771.64,564.3033333333334,11,0.0,4,3,4,434,11,832
C999993892980,anon_S9228,男,44,未婚,浙江,本科,B-良好客户,6400000,21,2023-01-17,61,9,4173.25,463.69444444444446,9,1.0,2,2,3,223,7,621
C999993888601,anon_S8792,女,29,未婚,海南,硕士及以上,B-良好客户,1575206,4,2022-06-22,72,3,1465.4199999999998,488.4733333333333,3,0.0,2,1,1,211,4,830
C999993885054,anon_S8442,男,52,丧偶,上海,本科,B-良好客户,980000,29,2023-10-25,188,3,1047.54,349.18,2,0.0,1,1,1,111,3,340
C999993888634,anon_S8795,男,29,未婚,青海,硕士及以上,B-良好客户,1627845,4,2023-03-29,197,3,2810.0299999999997,936.6766666666666,3,0.0,1,1,2,112,4,550
C999993899204,anon_S9784,男,53,未婚,青海,本科,B-良好客户,40000000,30,2022-12-16,5,3,1315.4399999999998,438.47999999999996,3,0.0,4,1,1,411,6,653
C999993890619,anon_S8992,女,67,已婚,安徽,本科,B-良好客户,4700000,44,2023-09-26,8,9,4756.48,528.4977777777777,9,1.0,4,2,3,423,9,369
C999993888656,anon_S8797,男,29,未婚,浙江,硕士及以上,B-良好客户,1627845,4,2023-05-09,12,12,6030.04,502.50333333333333,10,1.0,4,3,4,434,11,509
C999993898700,anon_S9735,女,72,已婚,河北,本科,B-良好客户,35000000,49,2023-09-12,115,18,10077.720000000001,559.8733333333334,14,1.0,2,4,4,244,10,383
C999993888678,anon_S8799,男,55,未婚,北京,本科,B-良好客户,1627845,32,2022-01-04,154,6,1896.57,316.09499999999997,6,0.0,1,1,1,111,3,999
C999993882348,anon_S8172,男,49,未婚,河北,本科,B-良好客户,511400,26,2022-04-03,109,6,3015.3,502.55,5,0.0,2,1,2,212,5,910
C999993894320,anon_S9362,男,32,未婚,黑龙江,硕士及以上,B-良好客户,8000000,7,2022-01-06,23,9,3886.92,431.88,9,2.0,3,2,3,323,8,997
C999993897660,anon_S9695,女,61,未婚,辽宁,本科,B-良好客户,25000000,38,2022-10-15,186,9,5111.28,567.92,7,2.0,1,2,3,123,6,715
C999993897116,anon_S9640,男,49,已婚,河北,本科,B-良好客户,21996775,26,2023-09-10,4,18,8279.23,459.9572222222222,13,1.0,4,4,4,444,12,385
C999993883147,anon_S8251,男,72,已婚,陕西,本科,B-良好客户,700000,49,2022-05-26,38,3,567.74,189.24666666666667,3,1.0,3,1,1,311,5,857
C999993897105,anon_S9639,女,49,未婚,广西,本科,B-良好客户,21996775,26,2023-02-28,84,9,5490.0199999999995,610.0022222222221,9,2.0,2,2,3,223,7,579
C999993870171,anon_S6958,女,42,已婚,重庆,硕士及以上,B-良好客户,238260,17,2023-08-31,127,6,4580.94,763.4899999999999,6,0.0,1,1,3,113,5,395
C999993863017,anon_S6243,男,40,已婚,辽宁,硕士及以上,B-良好客户,150000,15,2023-04-02,31,6,3241.05,540.1750000000001,5,1.0,3,1,2,312,6,546
C999993890813,anon_S9012,女,32,已婚,安徽,硕士及以上,B-良好客户,4750000,7,2022-07-21,111,6,4195.11,699.185,6,2.0,2,1,3,213,6,801
C999993875679,anon_S7505,男,43,未婚,安徽,硕士及以上,B-良好客户,352011,18,2022-07-31,9,6,2086.1,347.68333333333334,6,1.0,4,1,1,411,6,791
C999993894433,anon_S9373,女,32,未婚,辽宁,硕士及以上,B-良好客户,8114400,7,2022-01-06,55,12,8236.720000000001,686.3933333333334,12,6.0,2,3,4,234,9,997
C999983959393,anon_S7,女,52,未婚,河北,本科,B-良好客户,99000000000,29,2023-09-16,34,6,1992.64,332.1066666666667,6,1.0,3,1,1,311,5,379
C999993888827,anon_S8814,男,29,未婚,四川,硕士及以上,B-良好客户,1670000,4,2023-01-11,260,6,4113.12,685.52,6,5.0,1,1,3,113,5,627
C999993887970,anon_S8729,男,29,未婚,海南,硕士及以上,B-良好客户,1470000,4,2023-03-23,85,20,9067.45,453.37250000000006,17,3.0,2,4,4,244,10,556
C999993895618,anon_S9490,男,46,已婚,青海,本科,B-良好客户,11000000,23,2022-04-16,62,9,5463.89,607.098888888889,8,0.0,2,2,3,223,7,897
C999993899952,anon_S9856,男,21,未婚,广东,高中,B-良好客户,2226070000,3,2023-10-13,134,12,7427.55,618.9625,11,1.0,1,3,4,134,8,352
C999993863040,anon_S6246,女,50,未婚,上海,硕士及以上,B-良好客户,150000,25,2023-02-05,3,9,3551.03,394.55888888888893,8,1.0,4,2,2,422,8,602
C999993875432,anon_S7482,男,50,未婚,宁夏,硕士及以上,B-良好客户,350000,25,2022-04-06,104,6,3117.9500000000003,519.6583333333334,6,0.0,2,1,2,212,5,907
C999993865162,anon_S6458,男,50,已婚,陕西,硕士及以上,B-良好客户,166000,25,2023-01-23,104,6,4304.72,717.4533333333334,6,2.0,2,1,3,213,6,615
C999993868662,anon_S6807,男,52,已婚,山东,硕士及以上,B-良好客户,216000,27,2023-03-28,11,9,2995.79,332.86555555555555,7,0.0,4,2,2,422,8,551
C999993884210,anon_S8358,女,34,已婚,湖南,硕士及以上,B-良好客户,840000,9,2023-02-20,21,6,5014.83,835.805,6,1.0,4,1,3,413,8,587
C999993872667,anon_S7206,男,62,未婚,湖北,硕士及以上,B-良好客户,291000,37,2023-12-27,19,6,1723.76,287.29333333333335,6,0.0,4,1,1,411,6,277
C999993899486,anon_S9811,男,21,未婚,福建,高中,B-良好客户,40000000,3,2023-05-19,57,6,4243.35,707.225,6,0.0,2,1,3,213,6,499
C999993857537,anon_S5700,男,48,离异,浙江,硕士及以上,B-良好客户,100000,23,2023-03-30,33,15,6069.04,404.60266666666666,13,1.0,3,3,4,334,10,549
C999993898653,anon_S9730,男,18,未婚,浙江,高中,B-良好客户,32000000,0,2022-10-18,158,3,1294.9,431.6333333333334,3,0.0,1,1,1,111,3,712
C999993884301,anon_S8367,女,34,未婚,吉林,硕士及以上,B-良好客户,855000,9,2023-06-18,79,9,4612.3099999999995,512.4788888888888,9,3.0,2,2,3,223,7,469
C999993894909,anon_S9420,男,37,未婚,四川,硕士及以上,B-良好客户,8700000,12,2022-07-12,39,12,4807.35,400.6125,12,2.0,3,3,3,333,9,810
C999993899929,anon_S9853,男,23,已婚,上海,初中及以下,B-良好客户,920000000,0,2022-05-30,51,20,8531.82,426.591,15,2.0,3,4,4,344,11,853
C999993854445,anon_S5393,男,47,已婚,新疆,硕士及以上,B-良好客户,81540,22,2023-05-30,270,6,2501.64,416.94,5,1.0,1,1,2,112,4,488
C999993898096,anon_S9655,男,18,未婚,河南,高中,B-良好客户,28540000,0,2023-01-28,185,6,3512.91,585.485,6,1.0,1,1,2,112,4,610
C999993899011,anon_S9765,男,18,未婚,宁夏,高中,B-良好客户,38000000,0,2022-11-12,2,12,6055.78,504.6483333333333,9,1.0,4,3,4,434,11,687
C999993870976,anon_S7037,女,54,已婚,河南,硕士及以上,B-良好客户,260050,29,2022-03-17,57,9,4758.6900000000005,528.7433333333333,9,0.0,2,2,3,223,7,927
C999993899941,anon_S9855,男,24,已婚,贵州,初中及以下,B-良好客户,2000000000,0,2023-08-22,0,20,12083.369999999999,604.1685,18,3.0,4,4,4,444,12,404
C999993890799,anon_S9010,女,30,未婚,陕西,本科,B-良好客户,4750000,7,2022-09-27,16,12,6277.9400000000005,523.1616666666667,10,3.0,4,3,4,434,11,733
C999993867760,anon_S6717,女,53,未婚,广东,硕士及以上,B-良好客户,198939,28,2022-08-13,17,6,2042.08,340.34666666666664,6,0.0,4,1,1,411,6,778
C999993854740,anon_S5423,男,49,未婚,北京,硕士及以上,B-良好客户,84400,24,2023-06-14,29,6,3694.19,615.6983333333334,5,0.0,3,1,3,313,7,473
C999993883396,anon_S8276,男,36,离异,广东,硕士及以上,B-良好客户,750000,11,2022-04-23,84,6,3238.33,539.7216666666667,6,0.0,2,1,2,212,5,890
C999993899102,anon_S9774,男,18,未婚,重庆,高中,B-良好客户,40000000,0,2022-09-08,148,9,3550.58,394.50888888888886,8,0.0,1,2,2,122,5,752
C999993899566,anon_S9819,男,21,未婚,河北,高中,B-良好客户,42000000,3,2022-08-21,33,20,7885.06,394.25300000000004,18,2.0,3,4,4,344,11,770
C999993883385,anon_S8275,男,34,未婚,黑龙江,硕士及以上,B-良好客户,750000,9,2023-12-15,183,3,583.02,194.34,3,1.0,1,1,1,111,3,289
C999993897127,anon_S9641,女,37,未婚,广东,硕士及以上,B-良好客户,21996775,12,2022-03-24,16,6,2067.45,344.575,5,0.0,4,1,1,411,6,920
C999993872373,anon_S7177,女,56,已婚,广东,硕士及以上,B-良好客户,286420,31,2022-05-05,42,6,3290.4700000000003,548.4116666666667,5,1.0,3,1,2,312,6,878
C999993894625,anon_S9392,男,25,已婚,重庆,高中,B-良好客户,8400000,7,2022-06-24,19,12,5084.22,423.685,10,3.0,4,3,3,433,10,828
C999993893972,anon_S9327,男,27,未婚,上海,初中及以下,B-良好客户,7350000,8,2022-03-10,1,20,10274.53,513.7265,16,1.0,4,4,4,444,12,934
C999993892720,anon_S9202,男,38,已婚,吉林,硕士及以上,B-良好客户,6320000,13,2022-02-16,165,9,3191.7499999999995,354.63888888888886,9,1.0,1,2,2,122,5,956
C999993899191,anon_S9783,男,27,未婚,河南,初中及以下,B-良好客户,40000000,7,2022-09-13,8,3,1417.61,472.53666666666663,3,0.0,4,1,1,411,6,747
C999993883443,anon_S8281,男,28,未婚,贵州,初中及以下,B-良好客户,750000,8,2023-12-28,92,6,4940.57,823.4283333333333,5,0.0,2,1,3,213,6,276
C999993888849,anon_S8816,男,39,未婚,四川,硕士及以上,B-良好客户,1720000,14,2022-01-30,113,6,3664.76,610.7933333333334,6,1.0,2,1,3,213,6,973
C999993893246,anon_S9254,男,23,已婚,吉林,高中,B-良好客户,6546000,5,2022-10-08,29,6,2776.13,462.68833333333333,6,0.0,3,1,2,312,6,722
C999993888055,anon_S8737,女,24,已婚,吉林,高中,B-良好客户,1470000,6,2022-08-25,85,12,7332.11,611.0091666666666,12,1.0,2,3,4,234,9,766
C999993890835,anon_S9014,女,39,未婚,四川,硕士及以上,B-良好客户,4750000,14,2022-09-05,7,3,2776.5299999999997,925.5099999999999,3,0.0,4,1,2,412,7,755
C999993890631,anon_S8994,女,32,未婚,新疆,本科,B-良好客户,4700000,9,2023-01-03,86,3,2226.08,742.0266666666666,2,1.0,2,1,1,211,4,635
C999993891089,anon_S9039,男,26,已婚,广东,高中,B-良好客户,4920000,8,2023-05-10,323,3,1210.78,403.5933333333333,2,1.0,1,1,1,111,3,508
C999993887801,anon_S8712,女,38,未婚,贵州,硕士及以上,B-良好客户,1440000,13,2022-01-25,8,6,3242.3700000000003,540.3950000000001,6,0.0,4,1,2,412,7,978
C999993885600,anon_S8496,女,23,未婚,陕西,大专,A-优质客户,1032000,3,2023-08-09,19,6,3043.29,507.215,6,0.0,4,1,2,412,7,417
C999993883170,anon_S8254,女,28,未婚,辽宁,高中,A-优质客户,700000,10,2023-12-19,41,9,6888.75,765.4166666666666,9,1.0,3,2,4,324,9,285
C999993886636,anon_S8599,女,24,未婚,黑龙江,本科,A-优质客户,1260400,1,2023-05-05,10,3,2324.38,774.7933333333334,3,0.0,4,1,1,411,6,513
C999993885611,anon_S8497,男,28,未婚,山西,高中,A-优质客户,1032000,10,2023-05-09,4,6,4643.07,773.8449999999999,5,0.0,4,1,3,413,8,509
C999993884617,anon_S8398,男,26,已婚,甘肃,本科,A-优质客户,890836,3,2022-11-10,191,3,1256.94,418.98,3,0.0,1,1,1,111,3,689
C999993885327,anon_S8468,男,41,未婚,安徽,硕士及以上,A-优质客户,999000,16,2023-08-29,229,6,3390.52,565.0866666666667,6,1.0,1,1,2,112,4,397
C999993882961,anon_S8233,男,42,未婚,吉林,硕士及以上,A-优质客户,696400,17,2023-01-10,7,6,3308.3,551.3833333333333,6,0.0,4,1,2,412,7,628
C999993894987,anon_S9428,女,26,已婚,山西,本科,A-优质客户,8700000,3,2023-10-01,64,6,2394.81,399.135,5,1.0,2,1,2,212,5,364
C999993897626,anon_S9691,男,27,未婚,浙江,高中,A-优质客户,25000000,9,2022-01-25,213,3,831.71,277.2366666666667,3,1.0,1,1,1,111,3,978
C999993893199,anon_S9249,男,23,已婚,甘肃,本科,A-优质客户,6546000,0,2022-11-30,1,9,5438.5,604.2777777777778,9,1.0,4,2,3,423,9,669
C999993897751,anon_S9704,男,23,未婚,陕西,大专,A-优质客户,26050000,3,2022-12-21,61,12,5926.96,493.91333333333336,11,2.0,2,3,4,234,9,648
C999973835875,anon_S4,男,25,未婚,西藏,本科,A-优质客户,6800000000,2,2022-04-26,45,3,1504.3200000000002,501.44000000000005,3,0.0,3,1,1,311,5,887
C999993885882,anon_S8524,男,22,已婚,吉林,本科,A-优质客户,1071550,0,2022-02-17,96,6,2411.01,401.83500000000004,6,1.0,2,1,2,212,5,955
C999993885893,anon_S8525,男,28,未婚,湖北,高中,A-优质客户,1071550,10,2022-04-09,23,6,1904.3400000000001,317.39000000000004,5,2.0,3,1,1,311,5,904
C999993885906,anon_S8526,男,28,离异,广东,高中,A-优质客户,1071550,10,2023-04-04,240,6,3679.97,613.3283333333333,6,2.0,1,1,3,113,5,544
C999993886761,anon_S8612,男,28,已婚,山西,高中,A-优质客户,1339200,10,2023-06-07,4,6,3403.4,567.2333333333333,6,1.0,4,1,2,412,7,480
C999993883613,anon_S8298,男,28,未婚,黑龙江,高中,A-优质客户,770000,10,2023-08-20,300,9,3509.63,389.9588888888889,8,3.0,1,2,2,122,5,406
C999993890755,anon_S9006,女,24,未婚,四川,本科,A-优质客户,4740000,1,2023-02-09,438,3,3114.15,1038.05,3,1.0,1,1,2,112,4,598
C999993886091,anon_S8545,女,23,未婚,广东,大专,A-优质客户,1150000,3,2022-08-02,10,9,4433.61,492.6233333333333,9,1.0,4,2,3,423,9,789
C999993899066,anon_S9770,男,21,未婚,湖北,大专,A-优质客户,38400000,1,2023-11-16,29,15,11252.53,750.1686666666667,12,2.0,3,3,4,334,10,318
C999993886830,anon_S8618,女,28,未婚,海南,高中,A-优质客户,1340000,10,2023-05-18,47,6,2191.92,365.32,5,0.0,3,1,1,311,5,500
C999993891578,anon_S9088,女,24,未婚,辽宁,本科,A-优质客户,5202000,1,2023-12-22,173,9,2660.87,295.65222222222224,8,2.0,1,2,2,122,5,282
C999993889332,anon_S8865,男,23,未婚,甘肃,大专,A-优质客户,1880000,3,2023-03-24,37,9,5936.66,659.6288888888889,9,0.0,3,2,4,324,9,555
C999993882291,anon_S8167,女,23,未婚,陕西,大专,A-优质客户,509363,3,2023-07-30,24,9,4209.38,467.7088888888889,9,1.0,3,2,3,323,8,427
C999993894727,anon_S9402,男,22,未婚,山东,大专,A-优质客户,8400000,2,2022-09-15,153,3,668.6,222.86666666666667,3,1.0,1,1,1,111,3,745
C999993886364,anon_S8572,男,24,未婚,贵州,本科,A-优质客户,1170000,1,2022-05-01,26,3,2080.39,693.4633333333333,3,0.0,3,1,1,311,5,882
C999993884243,anon_S8361,男,22,未婚,宁夏,大专,A-优质客户,840000,2,2022-02-23,140,3,811.87,270.62333333333333,3,1.0,1,1,1,111,3,949
C999993883908,anon_S8327,男,23,未婚,湖南,大专,A-优质客户,820000,3,2022-11-27,30,9,6095.46,677.2733333333333,7,0.0,3,2,4,324,9,672
C999993886477,anon_S8583,男,24,未婚,北京,本科,A-优质客户,1216000,1,2022-08-29,3,9,5296.62,588.5133333333333,9,1.0,4,2,3,423,9,762
C999993882337,anon_S8171,女,40,未婚,辽宁,硕士及以上,A-优质客户,511400,15,2023-06-14,33,6,1350.53,225.08833333333334,5,0.0,3,1,1,311,5,473
C999993886488,anon_S8584,男,28,未婚,天津,高中,A-优质客户,1216000,10,2023-04-28,19,18,7183.85,399.1027777777778,15,1.0,4,4,4,444,12,520
C999993886524,anon_S8588,男,26,已婚,安徽,初中及以下,A-优质客户,1240000,10,2022-07-06,66,6,3699.63,616.605,6,1.0,2,1,3,213,6,816
C999993894386,anon_S9368,女,40,未婚,甘肃,硕士及以上,A-优质客户,8000000,15,2023-10-18,329,3,1657.4,552.4666666666667,3,2.0,1,1,1,111,3,347
C999993892753,anon_S9205,女,45,未婚,吉林,硕士及以上,A-优质客户,6350000,20,2022-09-19,65,6,2492.99,415.4983333333333,6,0.0,2,1,2,212,5,741
C999993884005,anon_S8337,男,22,未婚,浙江,大专,A-优质客户,840000,2,2022-12-30,4,12,3452.6,287.71666666666664,10,1.0,4,3,2,432,9,639
C999993885485,anon_S8484,女,28,未婚,天津,高中,A-优质客户,999000,10,2023-05-06,36,6,2165.5,360.9166666666667,5,1.0,3,1,1,311,5,512
C999993891261,anon_S9057,女,24,未婚,河南,本科,A-优质客户,4970000,1,2023-03-07,137,6,3438.57,573.095,6,0.0,1,1,2,112,4,572
C999993899500,anon_S9813,男,25,已婚,贵州,初中及以下,A-优质客户,42000000,12,2022-08-27,22,6,3770.68,628.4466666666666,6,0.0,3,1,3,313,7,764
C999993882814,anon_S8218,男,25,已婚,辽宁,本科,A-优质客户,640000,2,2022-10-31,60,18,7185.59,399.19944444444445,12,4.0,2,4,4,244,10,699
C999993884425,anon_S8379,男,23,未婚,广东,大专,A-优质客户,870000,3,2022-10-25,288,3,1090.5900000000001,363.53000000000003,3,0.0,1,1,1,111,3,705
C999993890653,anon_S8996,女,24,未婚,宁夏,本科,A-优质客户,4700000,1,2022-03-17,0,15,6785.51,452.36733333333336,13,2.0,4,3,4,434,11,927
